0.0, 0.30000213480439614
0.02, 0.8158637161458919
0.04, 1.2636690403406203
0.06, 1.5788059311439395
0.08, 1.7150589767740632
0.1, 1.7182151185012586
0.12, 1.650699324325064
0.14, 1.546853531489955
0.16, 1.4169328339234113
0.18, 1.2683212640278514
0.2, 1.1093512212353314
0.22, 0.9516240712348573
0.24, 0.8070292725137407
0.26, 0.6761720938211762
0.28, 0.5638943928719936
0.3, 0.47001249215378493
0.32, 0.3919687247326946
0.34, 0.32743138163959695
0.36, 0.2734947398767414
0.38, 0.22840128317719582
0.4, 0.18992363830522113
0.42, 0.15704565837229356
0.44, 0.12897645298287244
0.46, 0.10481863619426789
0.48, 0.08422104355795693
0.5, 0.06687919081897048
0.52, 0.05249054303184901
0.54, 0.04062618001411449
0.56, 0.031008992826151664
0.58, 0.02334408789014511
0.6, 0.01733777229331993
0.62, 0.0127042501957879
0.64, 0.009186213651046226
0.66, 0.006552434640287404
0.68, 0.004608919911290614
0.7000000000000001, 0.0031980797620329605
0.72, 0.0021888755919561294
0.74, 0.0014776424290154173
0.76, 0.0009848109522586212
0.78, 0.0006483287067107087
0.8, 0.0006090045300093788
0.8200000000000001, 0.0003962428823696655
0.84, 0.00025934000084423825
0.86, 0.00016869755665407729
0.88, 0.00010692818854049389
0.9, 6.474431080568683e-05
0.92, 3.945386154894587e-05
0.9400000000000001, 2.417006918687812e-05
0.96, 1.4959200147375683e-05
0.98, 8.856433333796476e-06
1.0, 5.0263370878015846e-06
1.02, 2.862794815194841e-06
1.04, 1.6880727334352698e-06
1.06, 9.723451244934515e-07
1.08, 5.325672915843675e-07
1.1, 2.862659910692358e-07
1.12, 1.5724435145281704e-07
1.1400000000000001, 8.547506923132479e-08
1.16, 4.50499635310708e-08
1.18, 2.429978698291911e-08
1.2, 1.2406122944661655e-08
1.22, 6.160826804714814e-09
1.24, 3.132845442421126e-09
1.26, 1.6728144755706164e-09
1.28, 7.990689333196109e-10
1.3, 3.847745233699202e-10
1.32, 1.888670998552312e-10
1.34, 8.820958982203952e-11
1.36, 4.2620407431945347e-11
1.3800000000000001, 2.0352933281610977e-11
1.4000000000000001, 8.995559160602076e-12
1.42, 4.009539784228413e-12
1.44, 1.8700762806705124e-12
1.46, 8.312609407843464e-13
1.48, 3.686254240973529e-13
1.5, 1.599284806556657e-13
1.52, 6.731336356024056e-14
1.54, 2.767116054969024e-14
1.56, 1.2563918452046668e-14
1.58, 5.087555612987744e-15
1.6, 1.952140727988402e-15
1.62, 8.133063834768051e-16
1.6400000000000001, 3.0397951895556147e-16
1.6600000000000001, 1.2541038338143808e-16
1.68, 4.9605362682217036e-17
1.7, 1.8226771887015712e-17
1.72, 7.129917215922627e-18
1.74, 2.800000027348255e-18
1.76, 1.0252839893117336e-18
1.78, 4.25609774351276e-19
1.8, 1.5297554724261296e-19
1.82, 5.2830519105444383e-20
1.84, 1.7762354345617196e-20
1.86, 5.801419852399414e-21
1.8800000000000001, 1.7659631869725633e-21
1.9000000000000001, 5.67407641820574e-22
1.92, 1.5317138209427705e-22
1.94, 3.7479407726303554e-23
1.96, 6.692324109894707e-24
1.98, 6.437603054017033e-25
2.0, 3.740228658167782e-26
2.02, 2.879842527980783e-28
2.04, 0.0
2.06, 0.0
2.08, 0.0
2.1, 0.0
2.12, 0.0
2.14, 0.0
2.16, 0.0
2.18, 0.0
2.2, 0.0
2.22, 0.0
2.24, 0.0
2.2600000000000002, 0.0
2.2800000000000002, 0.0
2.3000000000000003, 0.0
2.32, 0.0
2.34, 0.0
2.36, 0.0
2.38, 0.0
2.4, 0.0
2.42, 0.0
2.44, 0.0
2.46, 0.0
2.48, 0.0
2.5, 0.0
2.52, 0.0
2.54, 0.0
2.56, 0.0
2.58, 0.0
2.6, 0.0
2.62, 0.0
2.64, 0.0
2.66, 0.0
2.68, 0.0
2.7, 0.0
2.72, 0.0
2.74, 0.0
2.7600000000000002, 0.0
2.7800000000000002, 0.0
2.8000000000000003, 0.0
2.82, 0.0
2.84, 0.0
2.86, 0.0
2.88, 0.0
2.9, 0.0
2.92, 0.0
2.94, 0.0
2.96, 0.0
2.98, 0.0
3.0, 0.0
3.02, 0.0
3.04, 0.0
3.06, 0.0
3.08, 0.0
3.1, 0.0
3.12, 0.0
3.14, 0.0
3.16, 0.0
3.18, 0.0
3.2, 0.0
3.22, 0.0
3.24, 0.0
3.2600000000000002, 0.0
3.2800000000000002, 0.0
3.3000000000000003, 0.0
3.3200000000000003, 0.0
3.34, 0.0
3.36, 0.0
3.38, 0.0
3.4, 0.0
3.42, 0.0
3.44, 0.0
3.46, 0.0
3.48, 0.0
3.5, 0.0
3.52, 0.0
3.54, 0.0
3.56, 0.0
3.58, 0.0
3.6, 0.0
3.62, 0.0
3.64, 0.0
3.66, 0.0
3.68, 0.0
3.7, 0.0
3.72, 0.0
3.74, 0.0
3.7600000000000002, 0.0
3.7800000000000002, 0.0
3.8000000000000003, 0.0
3.8200000000000003, 0.0
3.84, 0.0
3.86, 0.0
3.88, 0.0
3.9, 0.0
3.92, 0.0
3.94, 0.0
3.96, 0.0
3.98, 0.0
4.0, 0.0
4.0200000000000005, 0.0
4.04, 0.0
4.0600000000000005, 0.0
4.08, 0.0
4.1, 0.0
4.12, 0.0
4.14, 0.0
4.16, 0.0
4.18, 0.0
4.2, 0.0
4.22, 0.0
4.24, 0.0
4.26, 0.0
4.28, 0.0
4.3, 0.0
4.32, 0.0
4.34, 0.0
4.36, 0.0
4.38, 0.0
4.4, 0.0
4.42, 0.0
4.44, 0.0
4.46, 0.0
4.48, 0.0
4.5, 0.0
4.5200000000000005, 0.0
4.54, 0.0
4.5600000000000005, 0.0
4.58, 0.0
4.6000000000000005, 0.0
4.62, 0.0
4.64, 0.0
4.66, 0.0
4.68, 0.0
4.7, 0.0
4.72, 0.0
4.74, 0.0
4.76, 0.0
4.78, 0.0
4.8, 0.0
4.82, 0.0
4.84, 0.0
4.86, 0.0
4.88, 0.0
4.9, 0.0
4.92, 0.0
4.94, 0.0
4.96, 0.0
4.98, 0.0
5.0, 0.0
5.0200000000000005, 0.0
5.04, 0.0
